"id","linked_id","summary","description","status","url","sha","created","merged","labels"
2058,2236,"Gts for windows","Added GTS to Mingw.","closed","https://gitlab.com/graphviz/graphviz/-/merge_requests/2236","bc0be9e8d92857e83b0c6171f79aa8b9f19ae803","2021-10-17 00:08:48.138-04","","[]"
14,2594,"Draft: add floating point equality checks in some places","Floating point comparisons are not safe.
Compile with -Wfloat-equal to see all 3K+ warnings.

This one, but not only, breaks assertions in chkSgraph.

Partially fixes 8 years old https://gitlab.com/graphviz/graphviz/-/issues/14 

Test `dot rtest/14.dot` still fails because of another revealed bugs.","closed","https://gitlab.com/graphviz/graphviz/-/merge_requests/2594","53675ab032cd65cc5652a323677e10dc5aa9b1e6","2022-04-13 00:03:36.672-04","","[]"
1477,1520,"WIP: disambiguate include paths (1/5)","This is part 1 of 5 of a patch series towards #1242 and #1785. None of the changes in this or the follow up parts are complicated, but there are a lot of them so I chose to split them up. They are:

1. disambiguate `lib/*/*.c` #includes (this MR)
2. disambiguate `cmd/*` #includes ([1785-2](https://gitlab.com/smattr/graphviz/-/tree/1785-2))
3. disambiguate `plugin/*` #includes ([1785-3](https://gitlab.com/smattr/graphviz/-/tree/1785-3))
4. disambiguate `tclpkg/*` #includes ([1785-4](https://gitlab.com/smattr/graphviz/-/tree/1785-4))
5. disambiguate `lib/*/*.h` #includes and remove extraneous include paths ([1785-5](https://gitlab.com/smattr/graphviz/-/tree/1785-5))

@ldionne.2, can you confirm the final end state, [1785-5](https://gitlab.com/smattr/graphviz/-/tree/1785-5) resolves your libc++ compilation problem?","closed","https://gitlab.com/graphviz/graphviz/-/merge_requests/1520","56afa9562e8800686c6f7246d2f823e36b8a3ff3","2020-08-13 00:03:10.062-04","","[]"
1959,1799,"more precise dependencies for CI build tasks","This is an optimization that allows, e.g., the ubuntu18-04-build task to start
as soon as its Docker image is available and the portable source tarball has
been built. Prior to this change, this task would also block on all the other
docker_build_* tasks. Closes #1959.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1799","e3e1829a162264cac50cee8721a84db2d466adfd","2021-02-26 00:08:24.071-05","2021-02-26T06:16:31.384Z","[]"
2199,2586,"add a CONTRIBUTING.md, spelling out some implicit development practices","This is still incomplete, but it at least documents some things we have largely
been doing implicitly for awhile.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2586","0f9d80d1c9e84b710b424e62d93269b2151d6cb8","2022-04-12 00:06:53.239-04","2022-04-18T04:29:03.003Z","[]"
2298,2968,"drop special build system cases for ICC","The Intel C Compiler is now based on LLVM. We think this means it has a Clang
compatible front end, though we do not have access to it to check. If this is
accurate, it means the build system no longer needs any specialized ICC support.

Gitlab: closes #2298","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2968","8ba81fcb874e1acb5c5c5d2c49af4472d58dd1ae","2022-11-20 00:00:59.934-05","2022-11-22T16:51:43.961Z","[]"
1877,1686,"revert changes to add non-local names to internal map","Merge Request !1489 made a change to which names were stored in the internal
map. Following this, non-local names (user-provided ones; not starting with '%')
were stored in the internal map as well as local names. This inadvertently broke
some fdp and circo assumptions (#1876, #1877, !1676).

This change reverts the main pieces of the following commits, resolving #1876
and #1877, while re-opening #1767 and #1789.
   * 4f283dd1c02a6a4999b53ad2fcbf2264a7074a8b
   * 85b09cf13179b0e5ab8bddb4857e3d2af0a39a31
   * 9409324489a69557229d3d6f505857b9af85a913
   * 2a9449a99b2a2146fce01fa1d9713e999ad3dd4e
   * 14be5169ef49faad0f30cd9d36cdd438e1739f77
   * b6ffeca3a4457efcffbc3fcdbcee683375f74d05

We will need to find a different solution to #1767.

----

This is a more conservative MR that supersedes !1676. It simply backs out the original changes, reopening some issues.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1686","25e2d0cc91e026b54ebde6f1c7133d36ddb3bcdf","2020-11-29 00:03:19.22-05","2021-01-12T01:18:19.767Z","[]"
1873,2781,"expr: replace 'exdump' SFIO buffer with an 'agxbuf'","This change improves locality – it is more obvious to both users and the
compiler that the contents of this temporary buffer does not need to be retained
beyond calls to `exerror`. This is a small step towards deprecating SFIO.

The one commit that does the above is the heart of this MR, but there's also some work leading up to this and then some post simplification.

Gitlab: #1873","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2781","2799761afb1a28f5d509ad79baeb75fc14776850","2022-08-05 00:09:41.55-04","2022-08-06T19:13:43.899Z","[]"
1836,2564,"CMake: enable Poppler plugin and squash compiler warnings","Gitlab: #1836","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2564","cf83148e04f6b081ff548a3a5ff98b7182d0878d","2022-04-06 00:03:25.919-04","2022-04-09T19:39:39.262Z","[]"
1800,2767,"Fix subgraph layout and rendering","This started out as an effort to just fix #1800, but after getting into the weeds I realized that I needed to understand subgraph layout in general and in that process I discovered memory allocation problems related to subgraph layout also in layout engines other than neato, so I ended up fixing those too. Along the way I stumbled on some closely related memory leaks with clusters which are now also fixed.

This MR obsoletes !1552 and fixes #1800.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2767","8bedb84b1654d3bd58e8db481ec81bf43cf95f82","2022-07-19 00:06:20.066-04","2022-07-25T19:26:07.417Z","[]"
2356,3160,"make #2356 failure non-strict","This test seems flaky whether it passes or fails. Unfortunately making it
non-strict will make it unnoticed if it starts reliably passing in future, but
we do not seem to have a better option.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/3160","95c7d89c54a6dc7717e328ea3d49467accb9f05f","2023-04-05 00:08:03.029-04","2023-04-06T17:34:51.610Z","[]"
2364,1530,"Add windows build bash scripts and CI jobs","This is the second of two MR's with the overall goal to make it much easier for users to build Graphviz for Windows and for writing improved documentation on how to do it. This MR provides three `Bash` scripts and adds new Windows pipeline jobs that use them. The [other MR](https://gitlab.com/graphviz/graphviz/-/merge_requests/1529) provides PowerShell scripts with the same functionality.

* `setup-build-utilities.sh` - Tries to find specific build utilities in the user's path and if it doesn't find one falls back to set up the path to the utility in the Graphviz build utilities submodule at `windows\dependencies\graphviz-build-utilities`. Produces output messages to tell what it is doing and where the utilities have been found.
* `build.sh --build-system cmake|msbuild --configuration Release|Debug --platform Win32|x64` - Builds Graphviz provided that the build utilities have already been set up.
* `setup-and-build.sh` - First runs `setup-build-utilities.sh` and then `build.sh` with the arguments supplied.

The new jobs do not produce anything other than the PowerScript-based builds already do and hence the artifacts are not archived. The value they have is that they test that it it possible to build under bash and that the supplied bash scripts work.","closed","https://gitlab.com/graphviz/graphviz/-/merge_requests/1530","c7f5e3a10f8acab56ed204cdd217ea07fb9eea7d","2020-08-17 00:09:22.592-04","","[]"
1827,1629,"Fix tool usage on macOS and add macOS test jobs to gitlab CI","Fixes the -? option for all tools on macOS (#1852) and adds macOS test jobs to CI (#1827).","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1629","7a6da52abca39ce3e689291c458f75d23d658b7b","2020-10-21 00:02:29.662-04","2020-10-24T06:05:42.597Z","[]"
827,2719,"fix: anticipate non-normal edges during path construction","When constructing a path, the `beginpath` and `endpath` functions assumed they
could follow a chain of `.to_orig` back pointers to eventually reach a normal
edge. However this is not necessarily true, a situation exemplified by
tests/graphs/b15.gv that caused these traversal loops to eventually reach the
start of this linked list and then dereference a null pointer.

The fix in this commit is to simply treat the head of the list as the original
edge if we have not encountered a normal edge before then. Whether this is
correct or not seems unimportant, as a graph that causes this scenario is
incorrect. This change turns a crash during path construction into a graceful
exit later when the lack of normal edges is discovered.

This fix has similarities with 84e468e7. Perhaps
the code base should be audited for all such traversal loops, which seem to have
been written prior to a time when constructing a non-normal-edge-containing list
became possible.

Gitlab: fixes #827","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2719","2c07d238d7badf47879cbe98837ef658276f515f","2022-06-18 00:08:52.394-04","2022-06-23T04:59:21.810Z","[]"
1998,2071,"more sfprintf removal","More movement towards #1873, #1998.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2071","b336334b43656b06a34943ed1ae0ef08fb8a8934","2021-07-24 00:08:07.578-04","2021-08-04T03:31:54.388Z","[]"
1788,2535,"CMake: enable 'diffimg'","Note that the rtest/rtest.py work around is still not fully removed because
libgd is not currently available in the 64-bit Windows CI environment.

Gitlab: closes #1788","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2535","59f40f789c23f52e7b5ab9473a6a5cc0efa1d545","2022-03-27 00:08:54.142-04","2022-03-28T17:33:03.338Z","[]"
1984,1873,"fix: put HTML bit at the top of the count in reference counted strings","lib/cgraph/refstr.c implements reference-counted strings with the structure
refstr_t. Since the initial commit of cgraph,
d7767d4b5c511afa89b46798eea4e2f915930844, HTML_BIT has been (IMHO incorrectly)
set based on unsigned int instead of unsigned long. Presumably this was not an
issue because most machines were 32-bit x86 at the time, where
sizeof(unsigned int) == sizeof(unsigned long).

In the transition to x86-64 machines, this setup became awkward. The reference
count is 8 bytes wide, but HTML_BIT is set to be bit 31. I.e. the bit indicating
that a string is HTML is now in the middle of the reference count. A string with
≥ 2³¹ references, something that is possible on an x86-64 machine, now
accidentally sets the HTML bit. Note that this ecosystem transition also made
the comment about HTML_BIT incorrect, /* msbit of unsigned long */.

d1244c8001e8c681def4c0ff25a91136845c2a75 did a tree-wide replacement of unsigned
long with uint64_t, which further compounded the situation. Now the HTML bit is
in the incorrect position on both 32-bit and 64-bit x86.

The present change fixes this by moving the HTML bit into bit 63 of the refcnt
field. Fixes #1984.

It is questionable whether this even needs to be a bitfield, and not simply a
uint64_t and a bool, but I think we should leave this space optimization in
place for now.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1873","64b798af35624a9e54e5fed771e99b6cd7f6cea0","2021-03-29 00:03:10.385-04","2021-04-04T05:47:52.819Z","[]"
1773,1502,"Use preinstalled perl in CI","* Uses preinstalled perl instead of wasting time in CI to install it. This shaves off a good 5 minutes from the Windows builds.

Note that https://gitlab.com/graphviz/graphviz-build-utilities/-/merge_requests/3 should be merged before this MR and the submodule should be updated with that merge commit id before merge. Hence the WIP.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1502","b1c21d9c2e2c6d69620fac712878f9100281810e","2020-08-07 00:03:41.148-04","2020-08-09T18:13:40.237Z","[]"
1796,1522,"Correct uint_64_t typo to uint64_t in CMake files","* Motivation for this being correct:
    * The uint_64_t datatype does not exist in any library AFAICT
    * It fixes https://gitlab.com/graphviz/graphviz/-/issues/1796
    * The commit message of https://gitlab.com/graphviz/graphviz/-/commit/25fc2bcef8cb565f04081660fc60697d1f863b98 says that this was the original intention
    * The pipeline succeeds
* If someone can test this on Linux and/or macOS that would be appreciated.

Other mentions of `uint_64_t`:
* https://gitlab.com/graphviz/graphviz/-/merge_requests/1465
* https://gitlab.com/graphviz/graphviz/-/issues/1613#note_355406067","closed","https://gitlab.com/graphviz/graphviz/-/merge_requests/1522","69a98fa67caea3281d615a10380cb10e2752a414","2020-08-13 00:07:19.638-04","","[]"
1979,1947,"output source data for Linux downloads on the website during deployment","Commit 1b218752f5b6a1e661e158337fc1b976424fc6a0 of the website repository¹
changed how Linux downloads appear on the website to be driven by a JSON data
file. This commit updates the deployment script to produce this file for a
release as a CI job artifact. Related to #1979.

¹ https://gitlab.com/graphviz/graphviz.gitlab.io

This is hard to test until we do the next release, but @markhnsn does this look right to you?","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1947","a5b0b93eefc083d55c546750da92869a223f9741","2021-05-06 00:07:38.691-04","2021-05-12T19:25:03.762Z","[]"
570,3075,"common: some clarification of the HTML parser code","While looking into #570, I noticed a number of things that could be simplified/clarified.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/3075","d0faf11056e1b3bb31b650843e9a0c7f52a5e9b2","2023-01-31 00:04:12.759-05","2023-02-14T21:14:12.812Z","[]"
1793,2593,"tred: [nfc] replace inline stack implementation with generic API","Similar to previous changes to `gc` in 4e2875fd7376338259dcb3ccc8f029d58bdf22dd,
this replaces some duplicated functionality with the generic Graphviz stack
implementation.

Gitlab: #1793","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2593","83d963152dddf3d1fa291d28583c9ff4c22d8c9f","2022-04-13 00:05:33.223-04","2022-04-16T05:46:37.159Z","[]"
2154,2405,"move the remainder of mingle into C++","Closes #2154.

There's still more simplification that could be done here, but left for the future.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2405","75f20271076ce1ba83006819866d71666d2429c7","2022-01-15 00:01:44.317-05","2022-01-16T20:00:25.780Z","[]"
2145,2236,"Gts for windows","Added GTS to Mingw.","closed","https://gitlab.com/graphviz/graphviz/-/merge_requests/2236","bc0be9e8d92857e83b0c6171f79aa8b9f19ae803","2021-10-17 00:08:48.138-04","","[]"
1801,1593,"remove one use of longjmp","Related to #1801. This also removes a large number of warnings.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1593","44f1fff7c1b7ebd4692180b3eb2d6519f92b6937","2020-09-27 00:06:13.889-04","2020-10-04T19:34:27.613Z","[]"
2325,3000,"fix out-of-bounds memory reads with large 'style' strings","Parsing a large style would acquire pointers into the `agxbuf` it wrote into,
but then go on to append more data to the buffer, potentially triggering a
reallocation thus leaving those prior pointers dangling. Later attempts to
access the style would read from these (now invalid) pointers. This bug has
existed since the very first commit of Graphviz.

Note that this change does nothing to alter the NUL-separated-string design of
the return value of `parse_style`. This still remains because some callers rely
on it, despite it being known as problematic.

Gitlab: fixes #2325","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/3000","a4dcf7a66332a01e58d5528aa6a9eec1a9d245f5","2022-12-11 00:01:05.467-05","2022-12-14T02:01:15.090Z","[]"
1789,1489,"fix inconsistent iteration order over subgraphs","This is a second attempt at fixing #1767. There's actually two different issues fixed here:
* use of a potentially stale pointer in the Pango plugin
* subgraph iteration order dependent on heap pointers

This MR involved touching some code I only partially understand, so this could do with a careful review by others.

I'll merge on 2020-08-07 if there are no objections.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1489","14be5169ef49faad0f30cd9d36cdd438e1739f77","2020-08-01 00:07:48.739-04","2020-08-08T02:17:43.737Z","[]"
1753,1477,"CMake installs missing symlinks/copies of dot and gml2gv; related to 1753","Issue #1753 noted a number of missing executables (`gvpr`, `neato`, `gv2gml`, *etc.*) when building with CMake. This change fixes simple cases where multiple commands were symlinked to the same real executable on unix-y platforms but were omitted on Windows due to uneven support of symlinks.

On Windows systems, CMake will now install copies of `dot` or `gml2gv` with the appropriate names (similar to the 2.38 `.msi` behavior); on non-Windows systems, symlinks will be made instead of copies. This is done within CMake/CPack so should work with 'dumb' archives (`.zip`, `.tgz`) as well as smarter installers (`.dmg`, `.exe`, `.msi`)

This MR doesn't address the missing `gvpr` which does not appear to be built under the current CMake configuration. Regardless, this should be a partial fix for #1753.","closed","https://gitlab.com/graphviz/graphviz/-/merge_requests/1477","d1af2c8316aa6bfeac292729cee7606e1a05851d","2020-07-21 00:04:58.198-04","","[]"
2331,3016,"Draft: Test case for Issue 2331","Signed-off-by: Gordon Smith <GordonJSmith@gmail.com>","opened","https://gitlab.com/graphviz/graphviz/-/merge_requests/3016","09f3f8d4288a15e3a45af5315019aad57c8020bf","2022-12-26 00:04:12.829-05","","[]"
1999,3017,"twopi: fix crash with > 65535 nodes","UBSan revealed the graph attached to #1999 was triggering two integer overflow, later on causing a crash in `twopi`. This fix still does
not enable the graph to be processed in a reasonable amount of time. It runs for several hours and then exceeds available memory. But `twopi` at least exits gracefully now.

Gitlab: #1999","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/3017","5a0c69f09e31b2bf3145605fc4da128920f9f01f","2022-12-26 00:02:59.682-05","2023-01-08T21:41:06.645Z","[]"
1954,1828,"fix: remove BROWSER #define from Windows MS Build compilation","This is only used by two plugins, glitz and xlib, and it’s unclear whether
either are intended to run on Windows. The code path using BROWSER is also only
enabled when the build environment has sys/types.h and unistd.h, neither of
which typically exist on Windows. In any event, xdg-open is not the way to open
a browser on Windows. It is better that we exclude this and fail at compile time
than build plugins that fail in unpredictable ways at runtime. Closes #1954.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1828","df9326056703f22bb4843efcb6a62f62e67bc034","2021-03-04 00:07:01.501-05","2021-03-16T02:19:16.055Z","[]"
1873,1894,"more sfstropen removal","More work towards #1873 as well as some miscellaneous clean up and fixes noticed along the way.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1894","b3871c4de518e477b1e29304c666f9836bc4bede","2021-04-10 00:04:59.88-04","2021-04-18T02:53:17.721Z","[]"
1481,1340,"[Issue #1481]: MSB4018 The NativeCodeAnalysis task failed unexpectedly.","For *Debug* builds, *NativeRecommendedRules.ruleset* is used for code analysis (didn't investigate why, and why not on *Release*). The problem is that the file is referenced by ***Visual Studio 2015* default install path** (which is kind of lame), meaning it will fail for:
- *Visual Studio 2015* custom install path
- Other *Visual Studio* version (probably)

This *MR* removes the hardcoded path, leaving the file base name only (will be resolved internally by *Visual Studio* used to build the projects).

Tested manually with *Visual Studio 2017* installed in custom location.

Reference: #1481.

As a side note, I discovered this while debugging [\[SO\]: Pygraphviz crashes after drawing 170 graphs (@CristiFati's answer)](https://stackoverflow.com/questions/60876623/pygraphviz-crashes-after-drawing-170-graphs/61050313#61050313).
","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1340","b585d2d2517c17680a8ac92df2199368eaf73794","2020-04-04 00:03:30.976-04","2020-04-06T19:22:29.815Z","[]"
796,1443,"remove index.html fragment","@truenorth, this was added in 457c872a1ba01a48c7c2ac0393b7c04ce47ae21e but then never updated. I take it this is unused and can be removed?","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1443","880cbdce61ce0f600f088b5aac5bc5beb5293cae","2020-06-26 00:09:00.546-04","2020-07-01T00:03:42.125Z","[]"
2058,1924,"Clean up export macro handling","This uses the CMake support to define the export macros to control exported symbols.  This is purely a clean up change and is not intended to result in any functional change.","closed","https://gitlab.com/graphviz/graphviz/-/merge_requests/1924","d065cab8b6733f9cb31183574500d8d447f4314a","2021-04-25 00:06:18.717-04","","[]"
2204,2531,"gvc: remove unused unistd.h #include","Gitlab: #2204","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2531","e27dfd3f2466a0ac84962bcebd766c2f44fd89c0","2022-03-26 00:02:26.168-04","2022-03-26T18:27:03.492Z","[]"
1742,1481,"remove exception-style control flow in rbtree","This removes the exception-style error handling in lib/rbtree, thus closing #1742. I'll merge on 2020-08-01 if there are no objections.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1481","15379daf5273c8bcf3ffc09f75b8e29d003f262c","2020-07-26 00:06:18.842-04","2020-08-01T17:40:28.794Z","[]"
1246,1283,"Prevent exponential growth of length of edges in clusters","`edgelabel_ranks` gets called for the root graph and all of its cluster
subgraphs. It should only double `ED_minlen` for each edge once. Reverting the
test for labeled edges to check only the active graph, rather than its root,
prevents it from expanding the `minlen` once for every level of cluster
containing the edge.

Fixes #1246","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1283","b3e8099771ee752c791d861e2f936beba1cb5a14","2018-03-23 00:08:48.85-04","2018-05-04T22:05:08.774Z","[]"
1832,1662,"minor modernization in libvpsc","These are some pre-C++11-migration (#1832) steps to clean up a few things.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1662","4bf2972508d4abf0547036fa7a465848bf09ca6d","2020-11-07 00:09:00.851-05","2020-11-14T03:02:26.382Z","[]"
2091,2719,"fix: anticipate non-normal edges during path construction","When constructing a path, the `beginpath` and `endpath` functions assumed they
could follow a chain of `.to_orig` back pointers to eventually reach a normal
edge. However this is not necessarily true, a situation exemplified by
tests/graphs/b15.gv that caused these traversal loops to eventually reach the
start of this linked list and then dereference a null pointer.

The fix in this commit is to simply treat the head of the list as the original
edge if we have not encountered a normal edge before then. Whether this is
correct or not seems unimportant, as a graph that causes this scenario is
incorrect. This change turns a crash during path construction into a graceful
exit later when the lack of normal edges is discovered.

This fix has similarities with 84e468e7. Perhaps
the code base should be audited for all such traversal loops, which seem to have
been written prior to a time when constructing a non-normal-edge-containing list
became possible.

Gitlab: fixes #827","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2719","2c07d238d7badf47879cbe98837ef658276f515f","2022-06-18 00:08:52.394-04","2022-06-23T04:59:21.810Z","[]"
